year,col0,col1,cop
2016,"VIVIENDA, CIUDAD Y TERRITORIO","MINISTERIO DE VIVIENDA, CIUDAD Y TERRITORIO - GESTION GENERAL",2235375980520.0
2017,AGROPECUARIO,AGENCIA DE DESARROLLO RURAL - ADR,311402800000.0
2017,AGROPECUARIO,AGENCIA DE RENOVACION DEL TERRITORIO – ART,2803300000.0
2017,AGROPECUARIO,AGENCIA NACIONAL DE TIERRAS - ANT,232857433334.0
2017,AGROPECUARIO,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,55367629640.0
2017,AGROPECUARIO,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),392558866666.0
2017,AGROPECUARIO,MINAGRICULTURA - GESTION GENERAL,903760270729.0
2017,AGROPECUARIO,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS,463842300000.0
2017,AGROPECUARIO,"UNIDAD DE PLANIFICACION DE TIERRAS RURALES, ADECUACION DE TIERRAS Y USOS AGROPECUARIOS UPRA",17288486667.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES ANLA,24563263674.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION  PARA EL DESARROLLO SOSTENIBLE DE LA MOJANA Y EL SAN JORGE - CORPOMOJANA,2116506000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION  PARA EL DESARROLLO SOSTENIBLE DEL NORTE Y ORIENTE DE LA AMAZONIA - CDA,4392325000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE BOYACA (CORPOBOYACA),6986922000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE CALDAS (CORPOCALDAS),6147194000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE CHIVOR (CORPOCHIVOR),3792112000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE LA FRONTERA NORORIENTAL (CORPONOR),6052116000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE LA GUAJIRA (CORPOGUAJIRA),3241557000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE LA ORINOQUIA (CORPORINOQUIA),3436042000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE LOS VALLES DEL SINU Y SAN JORGE (CVS),5308058000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE NARINO (CORPONARINO),4329214000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE RISARALDA (CARDER),4350070000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE SANTANDER (CAS),4023858000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE SUCRE (CARSUCRE),4474568000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL ALTO MAGDALENA (CAM),10251610000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL ATLANTICO - CRA,1625464000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CANAL DEL DIQUE (CARDIQUE),2055011000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CAUCA (CRC),9964840000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CENTRO DE ANTIOQUIA (CORANTIOQUIA),4092814000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CESAR (CORPOCESAR),4939342000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL GUAVIO (CORPOGUAVIO),987068427.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL MAGDALENA (CORPAMAG),8241866000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL QUINDIO (CRQ),8792546000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL SUR DE BOLIVAR (CSB),4489232000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL TOLIMA (CORTOLIMA),3611038000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DEL CHOCO - CODECHOCO,4277628000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL PARA LA DEFENSA DE LA MESETA DE BUCARAMANGA CDMB ,1054350000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,"CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA - CORALINA",2675667000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL AREA DE MANEJO ESPECIAL LA MACARENA - CORMACARENA,2187903000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL SUR DE LA AMAZONIA - CORPOAMAZONIA,1937788000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL URABA - CORPOURABA,4489930000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,FONAM - GESTION GENERAL,94020817000.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,"INSTITUTO DE HIDROLOGIA, METEOROLOGIA Y ESTUDIOS AMBIENTALES- IDEAM",142656086114.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE - GESTION GENERAL,217410311981.0
2017,AMBIENTE Y DESARROLLO SOSTENIBLE,PARQUES NACIONALES NATURALES DE COLOMBIA,78114264453.0
2017,CIENCIA Y TECNOLOGIA,"DEPARTAMENTO ADMINISTRATIVO DE LA CIENCIA, TECNOLOGIA E INNOVACION - GESTION GENERAL",359118037029.0
2017,"COMERCIO, INDUSTRIA Y TURISMO",INSTITUTO NACIONAL DE METROLOGIA - INM,37888199184.0
2017,"COMERCIO, INDUSTRIA Y TURISMO",MINCOMERCIO INDUSTRIA TURISMO - ARTESANIAS DE COLOMBIA S.A.,21075050000.0
2017,"COMERCIO, INDUSTRIA Y TURISMO",MINCOMERCIO INDUSTRIA TURISMO - DIRECCION GENERAL DE COMERCIO EXTERIOR,17217553333.0
2017,"COMERCIO, INDUSTRIA Y TURISMO",MINCOMERCIO INDUSTRIA TURISMO - GESTION GENERAL,536107660000.0
2017,"COMERCIO, INDUSTRIA Y TURISMO",SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,301857766666.0
2017,"COMERCIO, INDUSTRIA Y TURISMO",SUPERINTENDENCIA DE SOCIEDADES,260942350666.0
2017,"COMERCIO, INDUSTRIA Y TURISMO",UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL CONTADORES,41648100000.0
2017,COMUNICACIONES,AGENCIA NACIONAL DEL ESPECTRO - ANE,49610039784.0
2017,COMUNICACIONES,AUTORIDAD NACIONAL DE TELEVISION ANTV,287035257317.0
2017,COMUNICACIONES,FONDO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,1224848851043.0
2017,COMUNICACIONES,MINISTERIO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES - GESTION GENERAL,49578019616.0
2017,COMUNICACIONES,MINISTERIO DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES - UNIDAD ADMINISTRATIVA ESPECIAL COMISION DE REGULACION DE COMUNICACIONES,29273363584.0
2017,CONGRESO DE LA REPUBLICA,CONGRESO DE LA REPUBLICA  SENADO GESTION GENERAL,396790293642.0
2017,CONGRESO DE LA REPUBLICA,CONGRESO DE LA REPUBLICA - CAMARA DE REPRESENTANTES - GESTION GENERAL,486064450078.0
2017,CULTURA,ARCHIVO GENERAL DE LA NACION,59523308576.0
2017,CULTURA,INSTITUTO CARO Y CUERVO,24146780264.0
2017,CULTURA,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,31528344248.0
2017,CULTURA,MINISTERIO DE CULTURA - GESTION GENERAL,282024368503.0
2017,DEFENSA Y POLICIA,AGENCIA LOGISTICA DE LAS FUERZAS MILITARES,2618730000000.0
2017,DEFENSA Y POLICIA,CAJA DE RETIRO DE LAS FUERZAS MILITARES,5157379458000.0
2017,DEFENSA Y POLICIA,CAJA DE SUELDOS DE RETIRO DE LA POLICIA NACIONAL,5646121890000.0
2017,DEFENSA Y POLICIA,CLUB MILITAR DE OFICIALES,86225866666.0
2017,DEFENSA Y POLICIA,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEON VALENCIA",49176000000.0
2017,DEFENSA Y POLICIA,DIRECCION CENTRO DE REHABILITACION INCLUSIVA - DCRI,11769080000.0
2017,DEFENSA Y POLICIA,FONPOLICIA - GESTION GENERAL,446916000000.0
2017,DEFENSA Y POLICIA,HOSPITAL MILITAR,695553054000.0
2017,DEFENSA Y POLICIA,INSTITUTO CASAS FISCALES DEL EJERCITO,79582000000.0
2017,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - ARMADA,1424165000000.0
2017,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - COMANDO GENERAL,79558000000.0
2017,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - DIRECCION GENERAL MARITIMA - DIMAR,99837000000.0
2017,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - EJERCITO,6979658000000.0
2017,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - FUERZA AEREA,1274071000000.0
2017,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - GESTION GENERAL,1610897000000.0
2017,DEFENSA Y POLICIA,MINISTERIO DE DEFENSA NACIONAL - SALUD,912304000000.0
2017,DEFENSA Y POLICIA,POLICIA NACIONAL - GESTION GENERAL,7817440000000.0
2017,DEFENSA Y POLICIA,POLICIA NACIONAL - SALUD,877760443932.0
2017,DEFENSA Y POLICIA,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,43158000000.0
2017,DEPORTE Y RECREACION,"DEPARTAMENTO ADMINISTRATIVO DEL DEPORTE, LA RECREACION, LA ACTIVIDAD FISICA Y EL APROVECHAMIENTO DEL TIEMPO LIBRE – COLDEPORTES - GESTION GENERAL",298858817800.0
2017,EDUCACION,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,53747776124.0
2017,EDUCACION,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN ANDRES Y PROVIDENCIA,14681524888.0
2017,EDUCACION,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN JUAN DEL CESAR,12414249244.0
2017,EDUCACION,INSTITUTO NACIONAL PARA CIEGOS (INCI),11999252560.0
2017,EDUCACION,INSTITUTO NACIONAL PARA SORDOS (INSOR),20685812238.0
2017,EDUCACION,INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ DE CALI,6187726367.0
2017,EDUCACION,INSTITUTO TOLIMENSE DE FORMACION TECNICA PROFESIONAL,31135823686.0
2017,EDUCACION,MINISTERIO EDUCACION NACIONAL - GESTION GENERAL,33449891258118.0
2017,EMPLEO PUBLICO,COMISION NACIONAL DEL SERVICIO CIVIL,111394467852.0
2017,EMPLEO PUBLICO,DEPARTAMENTO FUNCION PUBLICA - GESTION GENERAL,29504037377.0
2017,EMPLEO PUBLICO,ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA (ESAP),532606037186.0
2017,FISCALIA,FISCALIA GENERAL DE LA NACION - GESTION GENERAL,5937865558960.0
2017,FISCALIA,INSTITUTO NACIONAL DE MEDICINA LEGAL Y CIENCIAS FORENSES,794428797876.0
2017,HACIENDA,COLJUEGOS,44589582364.0
2017,HACIENDA,FONDO ADAPTACION,4580441124844.0
2017,HACIENDA,MINISTERIO DE HACIENDA Y CREDITO PUBLICO - GESTION GENERAL,44799961781188.0
2017,HACIENDA,SUPERINTENDENCIA DE LA ECONOMIA SOLIDARIA,107025870528.0
2017,HACIENDA,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,800083112972.0
2017,HACIENDA,UGPPP - GESTION GENERAL,339834584684.0
2017,HACIENDA,"UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA DEL INSPECTOR GENERAL DE TRIBUTOS, RENTAS Y CONTRIBUCIONES PARAFISCALES – ITRC",35545474918.0
2017,HACIENDA,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURIA GENERAL DE LA NACION,88858847912.0
2017,HACIENDA,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCION DE IMPUESTOS Y ADUANAS NACIONALES,4365808083824.0
2017,HACIENDA,UNIDAD ADMINISTRATIVA ESPECIAL UNIDAD DE PROYECCION NORMATIVA Y ESTUDIOS DE REGULACION FINANCIERA – URF,9206865998.0
2017,HACIENDA,UNIDAD DE INFORMACION Y ANALISIS FINANCIERO,40068756056.0
2017,INCLUSION SOCIAL Y RECONCILIACION,CENTRO DE MEMORIA HISTORICA,89785627334.0
2017,INCLUSION SOCIAL Y RECONCILIACION,DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL - GESTION GENERAL,1867091569103.0
2017,INCLUSION SOCIAL Y RECONCILIACION,DIRECCION DE GESTION TERRITORIAL,116651400183.0
2017,INCLUSION SOCIAL Y RECONCILIACION,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),11007348464042.0
2017,INCLUSION SOCIAL Y RECONCILIACION,UNIDAD DE ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS,3513960443906.0
2017,INFORMACION ESTADISTICA,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE) - GESTION GENERAL,155941149207.0
2017,INFORMACION ESTADISTICA,FONDO ROTATORIO DEL DANE,15514026366.0
2017,INFORMACION ESTADISTICA,INSTITUTO GEOGRAFICO AGUSTIN CODAZZI - IGAC,281651522692.0
2017,INTELIGENCIA,DEPARTAMENTO ADMINISTRATIVO DIRECCION NACIONAL DE INTELIGENCIA - GESTION GENERAL,90594885526.0
2017,INTERIOR,CORPORACION NACIONAL PARA LA RECONSTRUCCION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDANAS NASA KI WE,62699334532.0
2017,INTERIOR,DIRECCION NACIONAL DE BOMBEROS,142992000000.0
2017,INTERIOR,DIRECCION NACIONAL DEL DERECHO DE AUTOR,15588174028.0
2017,INTERIOR,FONDO PARA LA PARTICIPACION Y EL FORTALECIMIENTO DE LA DEMOCRACIA,0.0
2017,INTERIOR,MINISTERIO DEL INTERIOR - GESTION GENERAL,671984035610.0
2017,INTERIOR,UNIDAD NACIONAL DE PROTECCION - UNP,1772420000000.0
2017,JUSTICIA Y DEL DERECHO,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,1880174112718.0
2017,JUSTICIA Y DEL DERECHO,MINISTERIO DE JUSTICIA Y DEL DERECHO - GESTION GENERAL,76223867811.0
2017,JUSTICIA Y DEL DERECHO,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,1570567483138.0
2017,JUSTICIA Y DEL DERECHO,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURIDICA DEL ESTADO,77522269400.0
2017,JUSTICIA Y DEL DERECHO,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,1816105389548.0
2017,MINAS Y ENERGIA,AGENCIA NACIONAL DE HIDROCARBUROS - ANH,2697116368000.0
2017,MINAS Y ENERGIA,AGENCIA NACIONAL DE MINERIA - ANM,317090468000.0
2017,MINAS Y ENERGIA,INSTITUTO DE PLANIFICACION Y PROMOCION DE SOLUCIONES  ENERGETICAS PARA LAS ZONAS NO INTERCONECTADAS -IPSE-,113371406000.0
2017,MINAS Y ENERGIA,MINISTERIO DE MINAS Y ENERGIA - COMISION DE REGULACION DE ENERGIA Y GAS - CREG -,50093546000.0
2017,MINAS Y ENERGIA,MINISTERIO DE MINAS Y ENERGIA - GESTION GENERAL,2570198486322.0
2017,MINAS Y ENERGIA,SERVICIO GEOLOGICO COLOMBIANO,260911700000.0
2017,MINAS Y ENERGIA,UNIDAD DE PLANEACION MINERO ENERGETICA - UPME,125471748000.0
2017,ORGANISMOS DE CONTROL,AUDITORIA GENERAL DE LA REPUBLICA - GESTION GENERAL,28993421630.0
2017,ORGANISMOS DE CONTROL,CONTRALORIA GRAL. REPUBLICA - GESTION GENERAL,565741988276.0
2017,ORGANISMOS DE CONTROL,DEFENSORIA DEL PUEBLO,940048073334.0
2017,ORGANISMOS DE CONTROL,FONDO DE BIENESTAR SOCIAL DE LA CONTRALORIA GENERAL DE LA REPUBLICA,112976083366.0
2017,ORGANISMOS DE CONTROL,MINISTERIO PUBLICO - INSTITUTO DE ESTUDIOS DEL MINISTERIO PUBLICO,2156700000.0
2017,ORGANISMOS DE CONTROL,PROCURADURIA GENERAL DE LA NACION - GESTION GENERAL,513210271814.0
2017,PLANEACION,DEPARTAMENTO DE PLANEACION - GESTION GENERAL,714048305666.0
2017,PLANEACION,FONDO NACIONAL DE REGALIAS,81877618000.0
2017,PLANEACION,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,503593411380.0
2017,PLANEACION,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACION PUBLICA - COLOMBIA COMPRA EFICIENTE.,35490068764.0
2017,PRESIDENCIA DE LA REPUBLICA,AGENCIA COLOMBIANA PARA LA REINTEGRACION DE PERSONAS Y GRUPOS ALZADOS EN ARMAS,255656658908.0
2017,PRESIDENCIA DE LA REPUBLICA,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,22599800000.0
2017,PRESIDENCIA DE LA REPUBLICA,"AGENCIA PRESIDENCIAL DE COOPERACION INTERNACIONAL DE COLOMBIA, APC - COLOMBIA",257628207460.0
2017,PRESIDENCIA DE LA REPUBLICA,PRESIDENCIA DE LA REPUBLICA - GESTION GENERAL,391987460902.0
2017,PRESIDENCIA DE LA REPUBLICA,UNIDAD NACIONAL PARA LA GESTION DEL RIESGO DE DESASTRES,341162163092.0
2017,RAMA JUDICIAL,RAMA JUDICIAL - CONSEJO DE ESTADO,261749166754.0
2017,RAMA JUDICIAL,RAMA JUDICIAL - CONSEJO DE GOBIERNO JUDICIAL,931381735096.0
2017,RAMA JUDICIAL,RAMA JUDICIAL - CORTE CONSTITUCIONAL,81987212436.0
2017,RAMA JUDICIAL,RAMA JUDICIAL - CORTE SUPREMA DE JUSTICIA,191601655878.0
2017,RAMA JUDICIAL,RAMA JUDICIAL - TRIBUNALES Y JUZGADOS,5485615297168.0
2017,REGISTRADURIA,FONDO ROTATORIO DE LA REGISTRADURIA,152561107942.0
2017,REGISTRADURIA,FONDO SOCIAL DE VIVIENDA DE LA REGISTRADURIA NACIONAL DEL ESTADO CIVIL,31483408000.0
2017,REGISTRADURIA,REGISTRADURIA NACIONAL DEL ESTADO CIVIL - CONSEJO NACIONAL ELECTORAL,8245900000.0
2017,REGISTRADURIA,REGISTRADURIA NACIONAL DEL ESTADO CIVIL - GESTION GENERAL,545815871997.0
2017,RELACIONES EXTERIORES,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,1501754360024.0
2017,RELACIONES EXTERIORES,MINIRELACIONES EXTERIORES - GESTION GENERAL,734390000000.0
2017,RELACIONES EXTERIORES,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACION COLOMBIA,430990440604.0
2017,SALUD Y PROTECCION SOCIAL,DIRECCION DE ADMINISTRACION DE FONDOS DE LA PROTECCION SOCIAL,10895286694305.0
2017,SALUD Y PROTECCION SOCIAL,FONDO DE PREVISION SOCIAL DEL CONGRESO - CESANTIAS Y VIVIENDA,4807581000.0
2017,SALUD Y PROTECCION SOCIAL,FONDO DE PREVISION SOCIAL DEL CONGRESO - PENSIONES,285928208000.0
2017,SALUD Y PROTECCION SOCIAL,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA - SALUD ,185790317000.0
2017,SALUD Y PROTECCION SOCIAL,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA -PENSIONES,316601948000.0
2017,SALUD Y PROTECCION SOCIAL,INSTITUTO NACIONAL DE SALUD (INS),88207793170.0
2017,SALUD Y PROTECCION SOCIAL,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,314754438000.0
2017,SALUD Y PROTECCION SOCIAL,MINISTERIO  DE SALUD Y PROTECCION SOCIAL - CENTRO DERMATOLOGICO FEDERICO LLERAS ACOSTA,3728852000.0
2017,SALUD Y PROTECCION SOCIAL,MINISTERIO  DE SALUD Y PROTECCION SOCIAL - INSTITUTO NACIONAL DE CANCEROLOGIA ,43881872312.0
2017,SALUD Y PROTECCION SOCIAL,MINISTERIO  DE SALUD Y PROTECCION SOCIAL - SANATORIO DE AGUA DE DIOS,35894441692.0
2017,SALUD Y PROTECCION SOCIAL,MINISTERIO  DE SALUD Y PROTECCION SOCIAL - SANATORIO DE CONTRATACION,12656817000.0
2017,SALUD Y PROTECCION SOCIAL,MINISTERIO  DE SALUD Y PROTECCION SOCIAL - UNIDAD ADMINISTRATIVA ESPECIAL FONDO NACIONAL DE ESTUPEFACIENTES,21622947000.0
2017,SALUD Y PROTECCION SOCIAL,MINISTERIO DE SALUD Y PROTECCION SOCIAL - GESTION GENERAL,659999995893.0
2017,SALUD Y PROTECCION SOCIAL,SUPERINTENDENCIA NACIONAL DE SALUD,107262994881884.0
2017,TRABAJO,MINISTERIO DEL TRABAJO - GESTION GENERAL,48405518080380.0
2017,TRABAJO,MINISTERIO DEL TRABAJO - SUPERINTENDENCIA DE SUBSIDIO FAMILIAR,70927634000.0
2017,TRABAJO,SERVICIO NACIONAL DE APRENDIZAJE (SENA),13101378945588.0
2017,TRABAJO,UNIDAD ADMINISTRATIVA ESPECIAL DE ORGANIZACIONES SOLIDARIAS,38018044000.0
2017,TRABAJO,UNIDAD ADMINISTRATIVA ESPECIAL DEL SERVICIO PUBLICO DE EMPLEO,59469312000.0
2017,TRANSPORTE,AGENCIA NACIONAL DE INFRAESTRUCTURA,10567532016476.0
2017,TRANSPORTE,AGENCIA NACIONAL DE SEGURIDAD VIAL,466590433276.0
2017,TRANSPORTE,COMISION DE REGULACION DE INFRAESTRUCTURA Y TRANSPORTE,10000000000.0
2017,TRANSPORTE,INSTITUTO NACIONAL DE VIAS,9077778648612.0
2017,TRANSPORTE,MINISTERIO DE TRANSPORTE - CORPORACION AUTONOMA REGIONAL DEL RIO GRANDE DE LA MAGDALENA - CORMAGDALENA,50857926226.0
2017,TRANSPORTE,MINISTERIO DE TRANSPORTE - GESTION GENERAL,524950737526.0
2017,TRANSPORTE,SUPERINTENDENCIA DE PUERTOS Y TRANSPORTE,179696448600.0
2017,TRANSPORTE,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONAUTICA CIVIL,4995585318132.0
2017,TRANSPORTE,UNIDAD DE PLANEACION DEL SECTOR DE INFRAESTRUCTURA DE TRANSPORTE,10000000000.0
2017,"VIVIENDA, CIUDAD Y TERRITORIO",COMISION DE REGULACION DE AGUA POTABLE Y SANEAMIENTO BASICO CRA,15402541000.0
2017,"VIVIENDA, CIUDAD Y TERRITORIO",FONDO NACIONAL DE VIVIENDA - FONVIVIENDA,3018035381100.0
2017,"VIVIENDA, CIUDAD Y TERRITORIO","MINISTERIO DE VIVIENDA, CIUDAD Y TERRITORIO - GESTION GENERAL",2281139757547.0
2018,AGRICULTURA Y DESARROLLO RURAL,AGENCIA DE DESARROLLO RURAL - ADR,569025355110.0
2018,AGRICULTURA Y DESARROLLO RURAL,AGENCIA NACIONAL DE TIERRAS - ANT,565505468746.0
2018,AGRICULTURA Y DESARROLLO RURAL,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,135808078730.0
2018,AGRICULTURA Y DESARROLLO RURAL,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),671359333048.0
2018,AGRICULTURA Y DESARROLLO RURAL,MINAGRICULTURA - GESTION GENERAL,990687194396.0
2018,AGRICULTURA Y DESARROLLO RURAL,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS,445331011818.0
2018,AGRICULTURA Y DESARROLLO RURAL,"UNIDAD DE PLANIFICACION DE TIERRAS RURALES, ADECUACION DE TIERRAS Y USOS AGROPECUARIOS (UPRA)",25959880722.0
2018,AMBIENTE Y DESARROLLO SOSTENIBLE,AUTORIDAD NACIONAL DE LICENCIAS AMBIENTALES ANLA,30881651139.0
2018,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE BOYACA (CORPOBOYACA),6322254000.0
2018,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE CALDAS (CORPOCALDAS),6678156000.0
2018,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE CHIVOR (CORPOCHIVOR),8096798142.0
2018,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE LA FRONTERA NORORIENTAL (CORPONOR),6699102000.0
2018,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE LA GUAJIRA (CORPOGUAJIRA),5651441279.0
2018,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE LA ORINOQUIA (CORPORINOQUIA),7218506040.0
2018,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE LOS VALLES DEL SINU Y SAN JORGE (CVS),5569778000.0
2018,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE NARINO (CORPONARINO),5635783834.0
2018,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE RISARALDA (CARDER),4702590000.0
2018,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE SANTANDER (CAS),5891628000.0
2018,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DE SUCRE (CARSUCRE),9118400290.0
2018,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL ALTO MAGDALENA (CAM),6419392378.0
2018,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL ATLANTICO (CRA),3480762000.0
2018,AMBIENTE Y DESARROLLO SOSTENIBLE,CORPORACION AUTONOMA REGIONAL DEL CANAL DEL DIQUE (CARDIQUE),2226992000.0
