year,cuenta,entidad,cop,entity_code,sector_code
2015,INVERSION,CORPORACIÓN AUTÓNOMA REGIONAL DE SUCRE (CARSUCRE),808000000.0,3230,32
2015,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL ALTO MAGDALENA (CAM),1740302000.0,3231,32
2015,INVERSION,CORPORACIÓN AUTÓNOMA REGIONAL DEL ALTO MAGDALENA (CAM),1540000000.0,3231,32
2015,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA (CORANTIOQUIA),1874214000.0,3232,32
2015,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL ATLÁNTICO (CRA),1631322000.0,3233,32
2015,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE SANTANDER (CAS),1583368000.0,3234,32
2015,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE BOYACÁ (CORPOBOYACÁ),1755411000.0,3235,32
2015,INVERSION,CORPORACIÓN AUTÓNOMA REGIONAL DE BOYACÁ (CORPOBOYACÁ),810000000.0,3235,32
2015,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR (CORPOCHIVOR),1812689000.0,3236,32
2015,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL GUAVIO (CORPOGUAVIO),641912000.0,3237,32
2015,INVERSION,CORPORACIÓN AUTÓNOMA REGIONAL DEL GUAVIO (CORPOGUAVIO),280000000.0,3237,32
2015,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE (CARDIQUE),1820909000.0,3238,32
2015,FUNCIONAMIENTO,CORPORACIÓN AUTÓNOMA REGIONAL DEL SUR DE BOLIVAR (CSB),1988142000.0,3239,32
2015,FUNCIONAMIENTO,MINISTERIO DE CULTURA,188701383598.0,3301,33
2015,INVERSION,MINISTERIO DE CULTURA,202091294430.0,3301,33
2015,FUNCIONAMIENTO,ARCHIVO GENERAL DE LA NACIÓN,9685180366.0,3304,33
2015,INVERSION,ARCHIVO GENERAL DE LA NACIÓN,24413088422.0,3304,33
2015,FUNCIONAMIENTO,INSTITUTO COLOMBIANO DE ANTROPOLOGÍA E HISTORIA,4932887844.0,3305,33
2015,INVERSION,INSTITUTO COLOMBIANO DE ANTROPOLOGÍA E HISTORIA,7364883577.0,3305,33
2015,FUNCIONAMIENTO,INSTITUTO CARO Y CUERVO,5724889185.0,3307,33
2015,INVERSION,INSTITUTO CARO Y CUERVO,3612368012.0,3307,33
2015,FUNCIONAMIENTO,AUDITORÍA GENERAL DE LA REPÚBLICA,25622000000.0,3401,34
2015,INVERSION,AUDITORÍA GENERAL DE LA REPÚBLICA,4800000000.0,3401,34
2015,FUNCIONAMIENTO,"MINISTERIO DE COMERCIO, INDUSTRIA Y TURISMO",328443330000.0,3501,35
2015,INVERSION,"MINISTERIO DE COMERCIO, INDUSTRIA Y TURISMO",224350299346.0,3501,35
2015,FUNCIONAMIENTO,SUPERINTENDENCIA DE SOCIEDADES,108340830000.0,3502,35
2015,INVERSION,SUPERINTENDENCIA DE SOCIEDADES,12709000000.0,3502,35
2015,FUNCIONAMIENTO,SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,64994780000.0,3503,35
2015,INVERSION,SUPERINTENDENCIA DE INDUSTRIA Y COMERCIO,66031000000.0,3503,35
2015,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL JUNTA CENTRAL CONTADORES,10213100000.0,3504,35
2015,FUNCIONAMIENTO,INSTITUTO NACIONAL DE METROLOGÍA - INM,11258040000.0,3505,35
2015,INVERSION,INSTITUTO NACIONAL DE METROLOGÍA - INM,10000300000.0,3505,35
2015,FUNCIONAMIENTO,MINISTERIO DEL TRABAJO,21779982314700.0,3601,36
2015,INVERSION,MINISTERIO DEL TRABAJO,1570681863767.0,3601,36
2015,FUNCIONAMIENTO,SERVICIO NACIONAL DE APRENDIZAJE (SENA),73189054025.0,3602,36
2015,DEUDA,SERVICIO NACIONAL DE APRENDIZAJE (SENA),190582000.0,3602,36
2015,INVERSION,SERVICIO NACIONAL DE APRENDIZAJE (SENA),3118137613975.0,3602,36
2015,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DE ORGANIZACIONES SOLIDARIAS,7749598628.0,3612,36
2015,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DE ORGANIZACIONES SOLIDARIAS,5478000000.0,3612,36
2015,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DEL SERVICIO PÚBLICO DE EMPLEO,9251641700.0,3613,36
2015,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DEL SERVICIO PÚBLICO DE EMPLEO,16223400000.0,3613,36
2015,FUNCIONAMIENTO,MINISTERIO DEL INTERIOR,399653911090.0,3701,37
2015,INVERSION,MINISTERIO DEL INTERIOR,90037475386.0,3701,37
2015,FUNCIONAMIENTO,FONDO PARA LA PARTICIPACIÓN Y EL FORTALECIMIENTO DE LA DEMOCRACIA,6641805249.0,3702,37
2015,FUNCIONAMIENTO,DIRECCIÓN NACIONAL DEL DERECHO DE AUTOR,3205246945.0,3703,37
2015,INVERSION,DIRECCIÓN NACIONAL DEL DERECHO DE AUTOR,714500000.0,3703,37
2015,FUNCIONAMIENTO,CORPORACIÓN NACIONAL PARA LA RECONSTRUCCIÓN DE LA CUENCA DEL RÍO PÁEZ Y ZONAS ALEDAÑAS NASA KI WE,2523959671.0,3704,37
2015,INVERSION,CORPORACIÓN NACIONAL PARA LA RECONSTRUCCIÓN DE LA CUENCA DEL RÍO PÁEZ Y ZONAS ALEDAÑAS NASA KI WE,15000000000.0,3704,37
2015,FUNCIONAMIENTO,UNIDAD NACIONAL DE PROTECCIÓN - UNP,368251855905.0,3708,37
2015,INVERSION,UNIDAD NACIONAL DE PROTECCIÓN - UNP,3000000000.0,3708,37
2015,FUNCIONAMIENTO,DIRECCIÓN NACIONAL DE BOMBEROS,4391551948.0,3709,37
2015,INVERSION,DIRECCIÓN NACIONAL DE BOMBEROS,28982024614.0,3709,37
2015,FUNCIONAMIENTO,COMISIÓN NACIONAL DEL SERVICIO CIVIL,18194280000.0,3801,38
2015,INVERSION,COMISIÓN NACIONAL DEL SERVICIO CIVIL,39697232000.0,3801,38
2015,FUNCIONAMIENTO,"MINISTERIO DE CIENCIA, TECNOLOGÍA E INNOVACIÓN",21824700000.0,3901,39
2015,INVERSION,"MINISTERIO DE CIENCIA, TECNOLOGÍA E INNOVACIÓN",355228729121.0,3901,39
2015,FUNCIONAMIENTO,"MINISTERIO DE VIVIENDA, CIUDAD Y TERRITORIO",1602101235139.0,4001,40
2015,INVERSION,"MINISTERIO DE VIVIENDA, CIUDAD Y TERRITORIO",314850313019.0,4001,40
2015,FUNCIONAMIENTO,FONDO NACIONAL DE VIVIENDA - FONVIVIENDA,2266619000.0,4002,40
2015,INVERSION,FONDO NACIONAL DE VIVIENDA - FONVIVIENDA,2104659000000.0,4002,40
2015,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL,117432500000.0,4101,41
2015,INVERSION,DEPARTAMENTO ADMINISTRATIVO PARA LA PROSPERIDAD SOCIAL,3354805078611.0,4101,41
2015,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL PARA LA CONSOLIDACIÓN TERRITORIAL,35467700000.0,4102,41
2015,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL PARA LA CONSOLIDACIÓN TERRITORIAL,165990000000.0,4102,41
2015,FUNCIONAMIENTO,AGENCIA NACIONAL PARA LA SUPERACIÓN DE LA POBREZA EXTREMA,24076600000.0,4103,41
2015,INVERSION,AGENCIA NACIONAL PARA LA SUPERACIÓN DE LA POBREZA EXTREMA,223609411206.0,4103,41
2015,FUNCIONAMIENTO,UNIDAD DE ATENCIÓN Y REPARACIÓN INTEGRAL A LAS VÍCTIMAS,721434900000.0,4104,41
2015,INVERSION,UNIDAD DE ATENCIÓN Y REPARACIÓN INTEGRAL A LAS VÍCTIMAS,959529367443.0,4104,41
2015,FUNCIONAMIENTO,CENTRO DE MEMORIA HISTÓRICA,9898500000.0,4105,41
2015,INVERSION,CENTRO DE MEMORIA HISTÓRICA,31028750000.0,4105,41
2015,FUNCIONAMIENTO,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),339770000000.0,4106,41
2015,INVERSION,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR (ICBF),5115307823436.0,4106,41
2015,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO DIRECCIÓN NACIONAL DE INTELIGENCIA,76528400000.0,4201,42
2015,INVERSION,DEPARTAMENTO ADMINISTRATIVO DIRECCIÓN NACIONAL DE INTELIGENCIA,16871000000.0,4201,42
2015,FUNCIONAMIENTO,MINISTERIO DEL DEPORTE,27849663300.0,4301,43
2015,INVERSION,MINISTERIO DEL DEPORTE,459999640000.0,4301,43
2015,NACIONAL,MINISTERIO DEL DEPORTE,216158063430308.0,4301,43
2016,FUNCIONAMIENTO,CONGRESO DE LA REPÚBLICA,432446713396.0,0101,01
2016,INVERSION,CONGRESO DE LA REPÚBLICA,71700000000.0,0101,01
2016,FUNCIONAMIENTO,PRESIDENCIA DE LA REPÚBLICA,155937290000.0,0201,02
2016,INVERSION,PRESIDENCIA DE LA REPÚBLICA,82440994762.0,0201,02
2016,FUNCIONAMIENTO,"AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA",27256146000.0,0209,02
2016,INVERSION,"AGENCIA PRESIDENCIAL DE COOPERACIÓN INTERNACIONAL DE COLOMBIA, APC - COLOMBIA",38979884176.0,0209,02
2016,FUNCIONAMIENTO,UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES,81755663000.0,0211,02
2016,INVERSION,UNIDAD NACIONAL PARA LA GESTIÓN DEL RIESGO DE DESASTRES,2270303026.0,0211,02
2016,FUNCIONAMIENTO,AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN - ARN,138905770000.0,0212,02
2016,INVERSION,AGENCIA PARA LA REINCORPORACIÓN Y LA NORMALIZACIÓN - ARN,3190940000.0,0212,02
2016,FUNCIONAMIENTO,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,4691960000.0,0213,02
2016,INVERSION,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,12311793566.0,0213,02
2016,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE PLANEACIÓN,64748397774.0,0301,03
2016,INVERSION,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE PLANEACIÓN,420065999996.0,0301,03
2016,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE,8953960000.0,0303,03
2016,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE,11041795000.0,0303,03
2016,FUNCIONAMIENTO,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,111234171697.0,0324,03
2016,INVERSION,SUPERINTENDENCIA DE SERVICIOS PÚBLICOS DOMICILIARIOS,17828293120.0,0324,03
2016,FUNCIONAMIENTO,FONDO NACIONAL DE REGALÍAS EN LIQUIDACIÓN,874307408.0,0325,03
2016,INVERSION,FONDO NACIONAL DE REGALÍAS EN LIQUIDACIÓN,125500000000.0,0325,03
2016,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),70935581574.0,0401,04
2016,INVERSION,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADÍSTICA (DANE),121581870894.0,0401,04
2016,FUNCIONAMIENTO,FONDO ROTATORIO DEL DANE,2942960000.0,0402,04
2016,INVERSION,FONDO ROTATORIO DEL DANE,6890000000.0,0402,04
2016,FUNCIONAMIENTO,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,52725426000.0,0403,04
2016,INVERSION,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI - IGAC,93145129106.0,0403,04
2016,FUNCIONAMIENTO,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,17213514389.0,0501,05
2016,INVERSION,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCIÓN PÚBLICA,9288000000.0,0501,05
2016,FUNCIONAMIENTO,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,70467297483.0,0503,05
2016,INVERSION,ESCUELA SUPERIOR DE ADMINISTRACIÓN PÚBLICA (ESAP) ,196179558000.0,0503,05
2016,FUNCIONAMIENTO,MINISTERIO DE RELACIONES EXTERIORES,338743550000.0,1101,11
2016,FUNCIONAMIENTO,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,326303424776.0,1102,11
2016,INVERSION,FONDO ROTATORIO DEL MINISTERIO DE RELACIONES EXTERIORES,60000000000.0,1102,11
2016,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,84992829000.0,1104,11
2016,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL MIGRACIÓN COLOMBIA,17500000000.0,1104,11
2016,FUNCIONAMIENTO,MINISTERIO DE JUSTICIA Y DEL DERECHO,72094563737.0,1201,12
2016,INVERSION,MINISTERIO DE JUSTICIA Y DEL DERECHO,28248285714.0,1201,12
2016,FUNCIONAMIENTO,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,343487045680.0,1204,12
2016,INVERSION,SUPERINTENDENCIA DE NOTARIADO Y REGISTRO,621419358369.0,1204,12
2016,FUNCIONAMIENTO,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,979976136722.0,1208,12
2016,INVERSION,INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO - INPEC,3371315288.0,1208,12
2016,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,33683655384.0,1210,12
2016,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA NACIONAL DE DEFENSA JURÍDICA DEL ESTADO,6848850829.0,1210,12
2016,FUNCIONAMIENTO,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,518954493105.0,1211,12
2016,INVERSION,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC,299500000000.0,1211,12
2016,FUNCIONAMIENTO,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,17898422443927.0,1301,13
2016,INVERSION,MINISTERIO DE HACIENDA Y CRÉDITO PÚBLICO,2641195443367.0,1301,13
2016,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,12031030000.0,1308,13
2016,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN,14261100000.0,1308,13
2016,FUNCIONAMIENTO,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,14140457482.0,1309,13
2016,INVERSION,SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA,10392000000.0,1309,13
2016,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,872915230000.0,1310,13
2016,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DIRECCIÓN DE IMPUESTOS Y ADUANAS NACIONALES,270072949506.0,1310,13
2016,FUNCIONAMIENTO,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,8158200000.0,1312,13
2016,INVERSION,UNIDAD DE INFORMACIÓN Y ANÁLISIS FINANCIERO,2213000000.0,1312,13
2016,FUNCIONAMIENTO,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,178929970421.0,1313,13
2016,INVERSION,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,16087000000.0,1313,13
2016,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP),150423791843.0,1314,13
2016,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN  PENSIONAL Y CONTRIBUCIONES PARAFISCALES DE LA PROTECCIÓN SOCIAL (UGPPP),8580000000.0,1314,13
2016,FUNCIONAMIENTO,FONDO ADAPTACIÓN,26396731145.0,1315,13
2016,INVERSION,FONDO ADAPTACIÓN,500000000000.0,1315,13
2016,DEUDA,SERVICIO DE LA DEUDA PÚBLICA NACIONAL,46903501581088.0,1401,14
2016,FUNCIONAMIENTO,MINISTERIO DE DEFENSA NACIONAL,12142260494619.0,1501,15
2016,INVERSION,MINISTERIO DE DEFENSA NACIONAL,851126933288.0,1501,15
2016,FUNCIONAMIENTO,CAJA DE RETIRO DE LAS FUERZAS MILITARES,2281046397171.0,1503,15
2016,INVERSION,CAJA DE RETIRO DE LAS FUERZAS MILITARES,9530000000.0,1503,15
2016,FUNCIONAMIENTO,INSTITUTO CASAS FISCALES DEL EJÉRCITO,27122987755.0,1507,15
2016,INVERSION,INSTITUTO CASAS FISCALES DEL EJÉRCITO,14700000000.0,1507,15
2016,FUNCIONAMIENTO,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA",25944288845.0,1508,15
2016,INVERSION,"DEFENSA CIVIL COLOMBIANA, GUILLERMO LEÓN VALENCIA",1870400000.0,1508,15
2016,FUNCIONAMIENTO,CLUB MILITAR DE OFICIALES,40782249588.0,1510,15
2016,INVERSION,CLUB MILITAR DE OFICIALES,3900000000.0,1510,15
2016,FUNCIONAMIENTO,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL,2572531181870.0,1511,15
2016,INVERSION,CAJA DE SUELDOS DE RETIRO DE LA POLICÍA NACIONAL,9752000000.0,1511,15
2016,FUNCIONAMIENTO,FONDO ROTATORIO DE LA POLICÍA,379390605729.0,1512,15
2016,INVERSION,FONDO ROTATORIO DE LA POLICÍA,7931000000.0,1512,15
2016,FUNCIONAMIENTO,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,15153530000.0,1516,15
2016,INVERSION,SUPERINTENDENCIA DE VIGILANCIA Y SEGURIDAD PRIVADA,14550000000.0,1516,15
2016,FUNCIONAMIENTO,HOSPITAL MILITAR,288433243441.0,1519,15
2016,INVERSION,HOSPITAL MILITAR,15017000000.0,1519,15
2016,FUNCIONAMIENTO,AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES,793328079450.0,1520,15
2016,INVERSION,AGENCIA LOGÍSTICA DE LAS FUERZAS MILITARES,8670000000.0,1520,15
2016,FUNCIONAMIENTO,POLICÍA NACIONAL,8716851809903.0,1601,16
2016,INVERSION,POLICÍA NACIONAL,237862393800.0,1601,16
2016,FUNCIONAMIENTO,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,306271310230.0,1701,17
2016,INVERSION,MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL,1411724004122.0,1701,17
2016,FUNCIONAMIENTO,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),95627075044.0,1702,17
2016,DEUDA,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),358688000.0,1702,17
2016,INVERSION,INSTITUTO COLOMBIANO AGROPECUARIO (ICA),117198288588.0,1702,17
2016,FUNCIONAMIENTO,INSTITUTO COLOMBIANO DE DESARROLLO RURAL - INCODER EN LIQUIDACIÓN,55218629870.0,1713,17
2016,DEUDA,INSTITUTO COLOMBIANO DE DESARROLLO RURAL - INCODER EN LIQUIDACIÓN,88200000.0,1713,17
2016,INVERSION,INSTITUTO COLOMBIANO DE DESARROLLO RURAL - INCODER EN LIQUIDACIÓN,398912964379.0,1713,17
2016,FUNCIONAMIENTO,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,9962921860.0,1715,17
2016,INVERSION,AUTORIDAD NACIONAL DE ACUICULTURA Y PESCA - AUNAP,24597742921.0,1715,17
2016,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN DE RESTITUCIÓN DE TIERRAS DESPOJADAS,48974111560.0,1716,17
2016,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTIÓN DE RESTITUCIÓN DE TIERRAS DESPOJADAS,178275000000.0,1716,17
2016,FUNCIONAMIENTO,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,8241359632112.0,1901,19
2016,INVERSION,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,4649170274045.0,1901,19
2016,FUNCIONAMIENTO,INSTITUTO NACIONAL DE SALUD (INS),31463280000.0,1903,19
2016,INVERSION,INSTITUTO NACIONAL DE SALUD (INS),20076171000.0,1903,19
2016,FUNCIONAMIENTO,SUPERINTENDENCIA NACIONAL DE SALUD,89500240176.0,1910,19
2016,INVERSION,SUPERINTENDENCIA NACIONAL DE SALUD,53240394785.0,1910,19
2016,FUNCIONAMIENTO,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,102528095000.0,1912,19
2016,INVERSION,INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS - INVIMA,42000000000.0,1912,19
2016,FUNCIONAMIENTO,FONDO DE PREVISIÓN SOCIAL DEL CONGRESO ,279847747535.0,1913,19
2016,FUNCIONAMIENTO,FONDO PASIVO SOCIAL DE FERROCARRILES NACIONALES DE COLOMBIA ,467602258513.0,1914,19
2016,FUNCIONAMIENTO,MINISTERIO DE MINAS Y ENERGÍA,79944834200.0,2101,21
2016,INVERSION,MINISTERIO DE MINAS Y ENERGÍA,2462324000000.0,2101,21
2016,FUNCIONAMIENTO,SERVICIO GEOLÓGICO COLOMBIANO,40633962680.0,2103,21
2016,INVERSION,SERVICIO GEOLÓGICO COLOMBIANO,16500000000.0,2103,21
2016,FUNCIONAMIENTO,UNIDAD DE PLANEACIÓN MINERO ENERGÉTICA - UPME,13577419130.0,2109,21
2016,INVERSION,UNIDAD DE PLANEACIÓN MINERO ENERGÉTICA - UPME,20395600000.0,2109,21
2016,FUNCIONAMIENTO,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS - IPSE,34037066650.0,2110,21
2016,INVERSION,INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS - IPSE,51128400000.0,2110,21
2016,FUNCIONAMIENTO,AGENCIA NACIONAL DE HIDROCARBUROS - ANH,376415753590.0,2111,21
2016,INVERSION,AGENCIA NACIONAL DE HIDROCARBUROS - ANH,302311000000.0,2111,21
2016,FUNCIONAMIENTO,AGENCIA NACIONAL DE MINERÍA - ANM,65650690180.0,2112,21
2016,INVERSION,AGENCIA NACIONAL DE MINERÍA - ANM,20000000000.0,2112,21
2016,FUNCIONAMIENTO,MINISTERIO DE EDUCACIÓN NACIONAL,29040808785706.0,2201,22
2016,INVERSION,MINISTERIO DE EDUCACIÓN NACIONAL,2511648889919.0,2201,22
2016,FUNCIONAMIENTO,INSTITUTO NACIONAL PARA SORDOS (INSOR),3591012340.0,2209,22
2016,INVERSION,INSTITUTO NACIONAL PARA SORDOS (INSOR),6333752721.0,2209,22
2016,FUNCIONAMIENTO,INSTITUTO NACIONAL PARA CIEGOS (INCI),4025500294.0,2210,22
2016,INVERSION,INSTITUTO NACIONAL PARA CIEGOS (INCI),2077766044.0,2210,22
2016,FUNCIONAMIENTO,ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL,17023793640.0,2234,22
2016,INVERSION,ESCUELA TECNOLÓGICA INSTITUTO TÉCNICO CENTRAL,7659307210.0,2234,22
2016,FUNCIONAMIENTO,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN ANDRÉS Y PROVIDENCIA,3238138278.0,2238,22
2016,INVERSION,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN ANDRÉS Y PROVIDENCIA,4020020267.0,2238,22
2016,FUNCIONAMIENTO,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN JUAN DEL CESAR,3720922061.0,2239,22
2016,INVERSION,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA PROFESIONAL DE SAN JUAN DEL CESAR,2678339920.0,2239,22
2016,FUNCIONAMIENTO,INSTITUTO TOLIMENSE DE FORMACIÓN TÉCNICA PROFESIONAL,11050067178.0,2241,22
2016,INVERSION,INSTITUTO TOLIMENSE DE FORMACIÓN TÉCNICA PROFESIONAL,861870000.0,2241,22
2016,FUNCIONAMIENTO,"INSTITUTO TÉCNICO NACIONAL DE COMERCIO ""SIMÓN RODRÍGUEZ"" DE CALI",4793075481.0,2242,22
2016,INVERSION,"INSTITUTO TÉCNICO NACIONAL DE COMERCIO ""SIMÓN RODRÍGUEZ"" DE CALI",1400000000.0,2242,22
2016,FUNCIONAMIENTO,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,61173097000.0,2301,23
2016,INVERSION,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,16849000000.0,2301,23
2016,FUNCIONAMIENTO,FONDO ÚNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,385027811661.0,2306,23
2016,INVERSION,FONDO ÚNICO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,984492000000.0,2306,23
2016,FUNCIONAMIENTO,AGENCIA NACIONAL DEL ESPECTRO - ANE,13564235000.0,2309,23
2016,INVERSION,AGENCIA NACIONAL DEL ESPECTRO - ANE,11571600000.0,2309,23
2016,FUNCIONAMIENTO,AUTORIDAD NACIONAL DE TELEVISIÓN ANTV,61600853676.0,2310,23
2016,INVERSION,AUTORIDAD NACIONAL DE TELEVISIÓN ANTV,222051456000.0,2310,23
2016,FUNCIONAMIENTO,MINISTERIO DE TRANSPORTE,66321098889.0,2401,24
2016,DEUDA,MINISTERIO DE TRANSPORTE,108965823.0,2401,24
2016,INVERSION,MINISTERIO DE TRANSPORTE,250563431439.0,2401,24
2016,FUNCIONAMIENTO,INSTITUTO NACIONAL DE VÍAS,189378888000.0,2402,24
2016,DEUDA,INSTITUTO NACIONAL DE VÍAS,6970100000.0,2402,24
2016,INVERSION,INSTITUTO NACIONAL DE VÍAS,2456706245143.0,2402,24
2016,FUNCIONAMIENTO,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONÁUTICA CIVIL,332152634066.0,2412,24
2016,DEUDA,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONÁUTICA CIVIL,1009700000.0,2412,24
2016,INVERSION,UNIDAD ADMINISTRATIVA ESPECIAL DE LA AERONÁUTICA CIVIL,604575125557.0,2412,24
2016,FUNCIONAMIENTO,AGENCIA NACIONAL DE INFRAESTRUCTURA,68716492514.0,2413,24
2016,DEUDA,AGENCIA NACIONAL DE INFRAESTRUCTURA,761406880578.0,2413,24
2016,INVERSION,AGENCIA NACIONAL DE INFRAESTRUCTURA,2001802083145.0,2413,24
